,name,area,phone,address,status
449,(하)문경휴게소점,경북 문경시,054-554-1655,경상북도 문경시 중부내륙고속도로 173 .,영업중
450,서울대사거리점,서울 관악구,02-877-6070,"서울특별시 관악구 관악로 172, 2층 봉천동 857-4",영업중
451,도심공항점,서울 강남구,02-2016-5400,"서울특별시 강남구 테헤란로87길 22 (삼성동, 한국도심공항터미널, 2층)   203호",영업중
452,광화문LG점,서울 종로구,02-720-6994,"서울특별시 종로구 새문안로 58 (신문로2가, LG광화문빌딩) 1층, 지하1층",영업중
453,건대입구점,서울 광진구,02-463-1983,서울특별시 광진구 아차산로 235 (화양동)  235 (화양동),영업중
454,청담점,서울 강남구,02-515-9915,서울특별시 강남구 학동로 517 (청담동) 1층,영업중
455,진주교대점,경남 진주시,055-745-3303,경상남도 진주시 진양호로 348 .,영업중
456,이수역점,서울 동작구,02-588-4845,"서울특별시 동작구 동작대로 83 (사당동, 헤라피스빌딩) B1~1층",영업중
457,방배점,서울 서초구,02-581-4858,"서울특별시 서초구 남부순환로 2335 (방배동, 옥스포드빌딩) .",영업중
458,분당서현점,경기 고양시 일산동구,031-781-6254,"경기도 성남시 분당구 황새울로 315, 1층 104 (서현동, 대현빌딩) .",영업중
459,부천중동점,경기 부천시 원미구,032-325-6766,"경기도 부천시 원미구 소향로 203, B동 109-110호  중동 1152-3 매트로펠리스 B동1층",영업중
460,테크노마트점,서울 광진구,02-3424-8484,"서울특별시 광진구 광나루로56길 85 (구의동, 테크노-마트21) 9층,14호",영업중
461,산본점,경기 군포시,031-392-5999,"경기도 군포시 번영로 505 1층 (산본동, 대우디오플러스)  ",영업중
462,광주충장로점,광주 동구,062-223-0688,광주광역시 동구 충장로안길 43 충장로1가 23,영업중
463,교통회관점,서울 송파구,02-3431-1120,"서울특별시 송파구 올림픽로 319 (신천동, 새마을 교통회관) 1층",영업중
464,역삼스타점,서울 강남구,02-501-4142,"서울특별시 강남구 테헤란로26길 12, 1층 (역삼동 736-56) 할리스",영업중
465,부산경성대2호점,부산 남구,051-611-3021,"부산광역시 남구 수영로 306, 3층 (대연동 72-1) 할리스",영업중
466,김포공항점,서울 강서구,02-2064-0312,서울특별시 강서구 하늘길 112 김포공항 국내선청사 1층,영업중
467,여의도하나투자점,서울 영등포구,02-761-7231,서울특별시 영등포구  의사당대로 82 1층 할리스,영업중
468,부산송정DI점,부산 해운대구,051-701-5591,부산광역시 해운대구 송정광어골로 77 (송정동 443-5) 할리스,영업중
469,광나루역점,서울 광진구,02-444-0542,"서울특별시 광진구 천호대로 808, 광장현대홈타운 제1202동 상가 1층 (광장동 580) 할리스",영업중
470,대전도안DT점,대전 유성구,042-824-4931,"대전광역시 유성구 도안동로 488,1-3층 할리스",영업중
471,세로수길점,서울 강남구,02-511-1473,서울특별시 강남구 강남대로152길 41 (신사동 536-6) 할리스,영업중
472,목동점,서울 양천구,02-2062-1063,"서울특별시 양천구 목동서로 159-1 CBS 1,2층 CBS 1,2층 할리스",영업중
473,광주아울렛점,광주 서구,062-385-5122,광주광역시 서구  상무대로 633,영업중
474,울산디자인거리점,울산 남구,052-256-0566,울산광역시 남구 돋질로302번길 38 (삼산동 1575-22) 할리스,영업중
475,분당율동공원점,경기 성남시 분당구,031-701-0680,경기도 성남시 분당구 문정로 140 (율동) 할리스,영업중
476,당산역점,서울 영등포구,02-2631-3446,서울특별시 영등포구 당산로 219 ,영업중
477,수원권선행복점,경기 수원시 권선구,031-221-7895,경기도 수원시 권선구  권광로 119 (권선동) 1층 할리스,영업중
478,부산동래역점,부산 동래구,051-552-2990,"부산광역시 동래구 삼성대길 34-25, 1~3층 (명륜동 502-4) 할리스",영업중
479,연신내점,서울 은평구,02-388-3977,"서울특별시 은평구 연서로 212, (대조동 199-28) 할리스",영업중
480,잠실광고회관점,서울 송파구,02-2144-0888,"서울특별시 송파구 올림픽로35길 137, 한국방송문화회관 1층 (신천동 7-11) 할리스",영업중
481,창원상남점,경남 창원시 성산구,055-261-5955,경상남도 창원시 성산구 마디미로31번길 3 (상남동 상남동 18-9) 할리스,영업중
482,배명사거리점,서울 송파구,02-422-4915,"서울특별시 송파구 백제고분로 275, 1층 (석촌동 14-7) 할리스",영업중
483,서울대예술문화점,서울 관악구,02-877-7186,서울특별시 관악구 관악로 1 서울대예술복합계연구동 1층,영업중
484,노원문화의거리점,서울 노원구,02-935-8231,서울특별시 노원구 노해로81길 22-26 할리스,영업중
485,부산해운대점,부산 해운대구,051-746-1463,"부산광역시 해운대구 해운대해변로 277, 다옴빌딩 1~2층 (중1동 1412-7) 할리스",영업중
486,도곡점,서울 강남구,02-6204-3311,"서울특별시 강남구 논현로28길 54, 덕원빌딩 1층 (도곡동 422-2) 할리스",영업중
487,대명거리점,서울 종로구,02-747-0348,서울특별시 종로구 대명길 6 2~4층 할리스,영업중
488,부산경성대점,부산 남구,051-611-6893,"부산광역시 남구 용소로 7, 청라빌딩 2~3층 (대연동 56-8) 할리스",영업중
489,인천한옥마을점,인천 연수구,032-831-0337,"인천광역시 연수구 테크노파크로 180, 다동 지상1층(송도동) ",영업중
490,강남역점,서울 강남구,02-555-0890,"서울특별시 강남구 강남대로 402, 시계탑빌딩 B1~1층 (역삼동 820-11)  할리스",영업중
491,대전둔산청솔점,대전 서구,042-489-7990,대전광역시 서구 둔산로 223 제상가 2동 할리스,영업중
492,수원권선점,경기 수원시 권선구,031-302-2601,경기도 수원시 권선구  권선로 667 (권선동) 1층 할리스,영업중
493,용산더프라임점,서울 용산구,02-6362-7990,서울특별시 용산구 원효로90길 11 더프라임타워 업무동 1층,영업중
494,마산터미널점,경남 창원시 마산회원구,055-251-5698,"경상남도 창원시 마산회원구 합성옛길 159, 마산시외버스터미널 1층(합성동 267) 할리스",영업중
495,세종로점,서울 종로구,02-720-5582,"서울특별시 종로구 세종대로 161, 2~3층 (세종로 200) 할리스",영업중
496,광장점,서울 광진구,070-4706-0293,"서울특별시 광진구 광나루로620, 이진빌딩 1층 (구의동 199-2) 할리스",영업중
497,수원역점,경기 수원시 팔달구,031-257-3313,경기도 수원시 팔달구 향교로 6 (매산로1가),영업중
498,종로코리안리빌딩점,서울 종로구,070-4733-4828,서울특별시 종로구 종로5길 68 코리안리빌딩 1층 할리스,영업중
499,성남터미널점,경기 성남시 분당구,031-725-1004,"경기도 성남시 분당구  성남대로925번길 16 (야탑동, 분당종합터미널) 1층 할리스 ",영업중
500,합정역점,서울 마포구,02-6204-1234,서울특별시 마포구 양화로 36 (합정동 374-1) 할리스,영업중
501,부산달맞이점,부산 해운대구,051-731-3410,"부산광역시 해운대구 달맞이길 199, 2~3층 (중동 1488-14) 할리스",영업중
502,신림점,서울 관악구,02-877-0019,서울특별시 관악구 신림로 353-1,영업중
503,태평로점,서울 중구,02-755-7795,"서울특별시 중구 세종대로 64, 해남빌딩 1층 (태평로2가 70-5) 할리스",영업중
504,신촌점,서울 서대문구,02-393-2004,서울특별시 서대문구 연세로 34 (창천동 31-12)  할리스,영업중
